project,textid,sender_city,genre
atae-ctn2,P428843,,Administrative Letter
atae-ctn2,P224513,,Administrative Record
atae-ctn2,P471624,,Legal Transaction
atae-ctn2,P224564,,Legal Transaction
atae-ctn2,P224518,,Legal Transaction
atae-ctn2,P428845,,Administrative Record
atae-ctn2,P428850,,Administrative Record
atae-ctn2,P224598,,Administrative Record
atae-ctn2,P224648,,Administrative Record
atae-ctn2,P469385,,Legal Transaction
atae-ctn2,P224621,,Legal Transaction
atae-ctn2,P224523,,Legal Transaction
atae-ctn2,P224553,,Administrative Letter
atae-ctn2,P224519,,Legal Transaction
atae-ctn2,P428831,,Administrative Record
atae-ctn2,P428805,,Administrative Record
atae-ctn2,P471618,,Administrative Record
atae-ctn2,P428804,,Legal Transaction
atae-ctn2,P428810,,Legal Transaction
atae-ctn2,P428809,,Legal Transaction
atae-ctn2,P428854,,Administrative Record
atae-ctn2,P224633,,Administrative Record
atae-ctn2,P428851,,Administrative Record
atae-ctn2,P428828,,Administrative Record
atae-ctn2,P428795,,Legal Transaction
atae-ctn2,P428793,,Legal Transaction
atae-ctn2,P428807,,Legal Transaction
atae-ctn2,P428853,,Administrative Record
atae-ctn2,P428789,,Administrative Record
atae-ctn2,P224532,,Administrative Record
atae-ctn2,P224624,,Administrative Letter
atae-ctn2,P224522,,Administrative Record
atae-ctn2,P224623,,Legal Transaction
atae-ctn2,P469388,,Legal Transaction
atae-ctn2,P224528,,Legal Transaction
atae-ctn2,P224521,,Legal Transaction
atae-ctn2,P428840,,Administrative Record
atae-ctn2,P471628,,Administrative Letter
atae-ctn2,P471632,,Administrative Letter
atae-ctn2,P471637,,Administrative Letter
atae-ctn2,P224544,,Administrative Record
atae-ctn2,P224504,,Legal Transaction
atae-ctn2,P224612,,Legal Transaction
atae-ctn2,P224617,,Legal Transaction
atae-ctn2,P428881,,Administrative Record
atae-ctn2,P224627,,Administrative Record
atae-ctn2,P224558,,Administrative Letter
atae-ctn2,P428797,,Legal Transaction
atae-ctn2,P428844,,Administrative Letter
atae-ctn2,P471620,,Administrative Record
atae-ctn2,P224559,,Administrative Record
atae-ctn2,P428861,,Legal Transaction
atae-ctn2,X001003,,Administrative Record
atae-ctn2,P224636,,Administrative Record
atae-ctn2,P428848,,Administrative Record
atae-ctn2,P428877,,Administrative Record
atae-ctn2,P224590,,Administrative Record
atae-ctn2,P224555,,Legal Transaction
atae-ctn2,P224599,,Legal Transaction
atae-ctn2,P428816,,Legal Transaction
atae-ctn2,P428825,,Legal Transaction
atae-ctn2,P428868,,Legal Transaction
atae-ctn2,P224649,,Administrative Record
atae-ctn2,P428837,,Administrative Record
atae-ctn2,P471621,,Administrative Record
atae-ctn2,P224520,,Legal Transaction
atae-ctn2,P471634,,Administrative Letter
atae-ctn2,P224597,,Legal Transaction
atae-ctn2,P471612,,Legal Transaction
atae-ctn2,P224505,,Legal Transaction
atae-ctn2,P428791,,Legal Transaction
atae-ctn2,P471614,,Administrative Record
atae-ctn2,P428806,,Legal Transaction
atae-ctn2,P224530,,Administrative Record
atae-ctn2,P224588,,Administrative Record
atae-ctn2,P224561,,Legal Transaction
atae-ctn2,P224550,,Administrative Letter
atae-ctn2,P428867,,Administrative Record
atae-ctn2,P428875,,Legal Transaction
atae-ctn2,P428878,,Administrative Record
atae-ctn2,P224511,,Administrative Record
atae-ctn2,P224507,,Legal Transaction
atae-ctn2,P224602,,Legal Transaction
atae-ctn2,P224541,,Administrative Record
atae-ctn2,P224630,,Administrative Record
atae-ctn2,P471625,,Administrative Letter
atae-ctn2,P224570,,Legal Transaction
atae-ctn2,P224625,,Administrative Letter
atae-ctn2,P224616,,Legal Transaction
atae-ctn2,P428814,,Administrative Record
atae-ctn2,P469182,,Legal Transaction
atae-ctn2,P224515,,Legal Transaction
atae-ctn2,P224575,,Administrative Record
atae-ctn2,P428803,,Administrative Record
atae-ctn2,P224604,,Legal Transaction
atae-ctn2,P224632,,Administrative Record
atae-ctn2,P428812,,Legal Transaction
atae-ctn2,P224568,,Legal Transaction
atae-ctn2,P224619,,Administrative Record
atae-ctn2,P224514,,Legal Transaction
atae-ctn2,P224642,,Administrative Record
atae-ctn2,P469195,,Legal Transaction
atae-ctn2,P428788,,Legal Transaction
atae-ctn2,P428841,,Administrative Record
atae-ctn2,P428874,,Administrative Record
atae-ctn2,P224639,,Legal Transaction
atae-ctn3,P225240,,Administrative Record
atae-ctn3,P225153,,Legal Transaction
atae-ctn3,P370866,,Administrative Record
atae-ctn3,P225228,,Administrative Record
atae-ctn3,X001004,,Administrative Record
atae-ctn3,P429090,,Administrative Record
atae-ctn3,P225239,,Administrative Record
atae-ctn3,P429068,,Administrative Record
atae-ctn3,P224658,,Administrative Record
atae-ctn3,P225226,,Administrative Record
atae-ctn3,P429106,,Uncertain
atae-ctn3,X001005,,Administrative Record
atae-ctn3,P225207,,Legal Transaction
atae-ctn3,P225148,,Administrative Letter
atae-ctn3,P225201,,Legal Transaction
atae-ctn3,P429091,,Administrative Record
atae-ctn3,P370870,,Administrative Record
atae-ctn3,P225191,,Administrative Letter
atae-ctn3,P429085,,Administrative Record
atae-ctn3,P429088,,Administrative Record
atae-ctn3,P370871,,Administrative Record
atae-ctn3,P225155,,Legal Transaction
atae-ctn3,P225166,,Administrative Record
atae-ctn3,P225212,,Legal Transaction
atae-ctn3,P225149,,Administrative Letter
atae-ctn3,P225173,,Administrative Letter
atae-ctn3,P225208,,Legal Transaction
atae-ctn3,P225159,,Legal Transaction
atae-ctn3,P224659,,Administrative Record
atae-ctn3,P225206,,Legal Transaction
atae-ctn3,P225161,,Legal Transaction
atae-ctn3,P224656,,Administrative Record
atae-ctn3,P225221,,Administrative Record
atae-ctn3,P225176,,Legal Transaction
atae-ctn3,P225175,,Legal Transaction
atae-ctn3,X001008,,Administrative Record
atae-ctn3,P429089,,Administrative Record
atae-ctn3,P429098,,Administrative Record
atae-ctn3,P370863,,Administrative Record
atae-ctn3,P224665,,Administrative Record
atae-ctn3,P225160,,Legal Transaction
atae-ctn3,P225210,,Legal Transaction
atae-ctn3,P225225,,Administrative Letter
atae-ctn3,P225237,,Administrative Record
atae-ctn3,P225197,,Legal Transaction
atae-ctn3,P225147,,Administrative Letter
atae-ctn3,P225156,,Legal Transaction
atae-ctn3,P225235,,Administrative Record
atae-ctn3,P225213,,Legal Transaction
atae-ctn3,P225150,,Administrative Letter
atae-ctn3,P225202,,Legal Transaction
atae-ctn3,P225203,,Legal Transaction
atae-ctn3,P225152,,Legal Transaction
atae-ctn3,P225180,,Legal Transaction
atae-ctn3,P225200,,Legal Transaction
atae-ctn3,P225217,,Administrative Record
atae-ctn3,P429086,,Legal Transaction
atae-ctn3,P225186,,Legal Transaction
atae-ctn3,P224653,,Administrative Record
atae-ctn3,P225259,,Administrative Record
atae-ctn3,P225199,,Legal Transaction
atae-ctn3,P225183,,Legal Transaction
atae-ctn3,P225224,,Administrative Record
atae-ctn3,P224667,,Administrative Record
atae-ctn3,P225168,,Administrative Record
atae-ctn3,P225234,,Administrative Record
atae-ctn3,X001007,,Administrative Record
atae-ctn3,P429101,,Administrative Record
atae-ctn3,P370876,,Administrative Record
atae-ctn3,P224675,,Administrative Record
atae-ctn3,P225178,,Legal Transaction
atae-ctn3,P225185,,Legal Transaction
atae-ctn3,P225194,,Legal Transaction
atae-ctn3,P225232,,Administrative Record
atae-ctn3,P225205,,Legal Transaction
atae-ctn3,P370873,,Administrative Record
atae-ctn3,P370877,,Administrative Record
atae-ctn3,P225260,,Administrative Record
atae-ctn3,P370874,,Administrative Record
atae-ctn3,P429100,,Administrative Record
atae-ctn3,P429099,,Administrative Record
atae-ctn3,P225184,,Legal Transaction
atae-ctn3,P224666,,Administrative Record
atae-ctn3,P225242,,Royal Inscription
atae-ctn3,P429105,,Legal Transaction
atae-ctn3,P225231,,Administrative Record
atae-ctn3,P225170,,Administrative Record
atae-ctn3,P370872,,Administrative Record
atae-ctn3,P225169,,Administrative Record
atae-ctn3,P225195,,Legal Transaction
atae-ctn3,P429093,,Administrative Record
atae-ctn3,P429066,,Administrative Record
atae-ctn3,P225214,,Legal Transaction
atae-ctn3,P225163,,Legal Transaction
atae-ctn3,P224664,,Administrative Record
atae-ctn3,P225162,,Legal Transaction
atae-ctn3,P225196,,Legal Transaction
atae-ctn3,P225198,,Legal Transaction
atae-ctn3,P225177,,Legal Transaction
atae-ctn3,P225236,,Administrative Record
atae-ctn3,P225229,,Administrative Record
atae-ctn3,P225219,,Administrative Record
atae-ctn3,P225238,,Administrative Record
atae-ctn3,P225187,,Legal Transaction
atae-ctn3,P225204,,Legal Transaction
atae-ctn3,P370875,,Administrative Record
atae-ctn3,P429102,,Administrative Record
atae-ctn3,P225158,,Legal Transaction
atae-ctn3,P225179,,Legal Transaction
atae-ctn3,P225154,,Legal Transaction
atae-ctn3,P225167,,Administrative Record
atae-ctn3,P225188,,Legal Transaction
atae-ctn3,P225223,,Royal Inscription
atae-ctn3,P370859,,Administrative Record
atae-ctn3,P224661,,Administrative Record
atae-ctn3,P429087,,Administrative Record
atae-ctn3,P224663,,Administrative Record
atae-ctn3,P224676,,Administrative Record
atae-ctn3,P225222,,Administrative Record
atae-ctn3,P370844,,Administrative Record
atae-ctn3,P225165,,Legal Transaction
atae-ctn3,P225192,,Legal Transaction
atae-ctn3,P225227,,Administrative Record
atae-ctn3,P225218,,Administrative Record
atae-ctn3,X001006,,Administrative Record
atae-ctn3,P225216,,Legal Transaction
atae-ctn3,P225189,,Legal Transaction
atae-ctn3,P370868,,Administrative Record
atae-ctn3,P370861,,Administrative Record
atae-ctn3,P225211,,Legal Transaction
atae-ctn3,P224660,,Administrative Record
atae-ctn3,P429095,,Administrative Record
atae-ctn3,P429096,,Administrative Record
atae-ctn3,P225190,,Legal Transaction
atae-ctn3,P429097,,Administrative Record
atae-ctn3,P225215,,Legal Transaction
atae-ctn3,P225151,,Administrative Letter
atae-ctn3,P225182,,Legal Transaction
atae-ctn3,P225209,,Legal Transaction
atae-ctn3,P225157,,Legal Transaction
atae-ctn3,P225174,,Legal Transaction
atae-ctn3,P225230,,Administrative Record
atae-ctn3,P225193,,Legal Transaction
atae-ctn3,P225233,,Administrative Record
atae-ctn3,P225164,,Legal Transaction
atae-ctn6,P429042,,Legal
atae-ctn6,P517159,,Legal
atae-ctn6,P496500,,Legal
atae-ctn6,P429007,,Legal
atae-ctn6,P464298,,Legal
atae-ctn6,P517172,,Legal
atae-ctn6,P412281,,Legal
atae-ctn6,P428997,,Legal
atae-ctn6,P429035,,Legal
atae-ctn6,P429045,,Legal
atae-ctn6,P491314,,Legal
atae-ctn6,P428993,,Legal
atae-ctn6,P491305,,Legal
atae-ctn6,P469390,,Legal
atae-ctn6,P517149,,Legal
atae-ctn6,P517176,,Legal
atae-ctn6,P496521,,Legal
atae-ctn6,P491317,,Legal
atae-ctn6,P428991,,Legal
atae-ctn6,P517147,,Legal
atae-ctn6,P496522,,Legal
atae-ctn6,P429036,,Legal
atae-ctn6,P517155,,Legal
atae-ctn6,P429003,,Legal
atae-ctn6,P429048,,Legal
atae-ctn6,P517145,,Legal
atae-ctn6,P517158,,Legal
atae-ctn6,P464295,,Legal
atae-ctn6,P464296,,Legal
atae-ctn6,P517161,,Legal
atae-ctn6,P517148,,Legal
atae-ctn6,P496506,,Legal
atae-ctn6,P428990,,Legal
atae-ctn6,P517152,,Legal
atae-ctn6,P496518,,Legal
atae-ctn6,P469461,,Legal
atae-ctn6,P429052,,Legal
atae-ctn6,P429044,,Legal
atae-ctn6,P496519,,Legal
atae-ctn6,P429040,,Legal
atae-ctn6,P429043,,Legal
atae-ctn6,P496505,,Legal
atae-ctn6,P517175,,Legal
atae-ctn6,P517180,,Legal
atae-ctn6,P498858,,Legal
atae-ctn6,P429002,,Legal
atae-ctn6,P336733,,Uncertain
atae-ctn6,P517146,,Legal
atae-ctn6,P428992,,Legal
atae-ctn6,P517154,,Legal
atae-ctn6,P517142,,Legal
atae-ctn6,P513717,,Legal
atae-ctn6,P464299,,Legal
atae-ctn6,P491308,,Legal
atae-ctn6,P429041,,Legal
atae-ctn6,P429051,,Legal
atae-ctn6,P428999,,Legal
atae-ctn6,P464294,,Legal
atae-ctn6,P517140,,Legal
atae-ctn6,P517163,,Legal
atae-ctn6,P517156,,Legal
atae-ctn6,P429037,,Legal
atae-ctn6,P517143,,Legal
atae-ctn6,P429047,,Legal
atae-ctn6,P429034,,Legal
atae-ctn6,P496499,,Legal
atae-ctn6,P517168,,Legal
atae-ctn6,P429039,,Legal
atae-ctn6,P517179,,Legal
atae-ctn6,P491310,,Legal
atae-ctn6,P464297,,Legal
atae-ctn6,P517171,,Legal
atae-ctn6,P496503,,Legal
atae-ctn6,P336278,,Uncertain
atae-ctn6,P517169,,Legal
atae-ctn6,P517164,,Legal
atae-ctn6,P336734,,Uncertain
atae-ctn6,P412280,,Legal
atae-ctn6,P491307,,Legal
atae-ctn6,P491313,,Legal
atae-ctn6,P429012,,Legal
atae-ctn6,P517174,,Legal
atae-ctn6,P491306,,Legal
atae-ctn6,P517178,,Legal
atae-ctn6,P496502,,Legal
atae-ctn6,P429050,,Legal
atae-ctn6,P517177,,Legal
atae-ctn6,P517166,,Legal
atae-ctn6,P469392,,Legal
atae-ctn6,P429038,,Legal
atae-ctn6,P517136,,Legal
atae-ctn6,P429000,,Legal
atae-ctn6,P464300,,Legal
atae-ctn6,P429049,,Legal
atae-ctn6,P429017,,Legal
atae-ctn6,P428994,,Legal
atae-ctn6,P517162,,Legal
atae-ctn6,P429046,,Legal
atae-ctn6,P517150,,Legal
atae-ctn6,P498857,,Legal
atae-ctn6,P517167,,Legal
atae-ctn6,P491304,,Legal
atae-ctn6,P517173,,Legal
atae-ctn6,P517170,,Legal
atae-ctn6,P496520,,Legal
atae-ctn6,P517157,,Legal
atae-ctn6,P491309,,Legal
atae-ctn6,P517141,,Legal
atae-ctn6,P491316,,Legal
atae-ctn6,P517144,,Legal
atae-ctn6,P517165,,Legal
atae-ctn6,P517153,,Legal
atae-ctn6,P412278,,Legal
atae-ctn6,P491315,,Legal
atae-ctn6,P517151,,Legal
atae-ctn6,P496507,,Legal
atae-ctn6,P517160,,Legal
atae-durkatlimmu,P527166,,Legal Transaction
atae-durkatlimmu,P527165,,Legal Transaction
atae-durkatlimmu,P527153,,Administrative Record
atae-durkatlimmu,P527273,,Legal Transaction
atae-durkatlimmu,P527272,,Legal Transaction
atae-durkatlimmu,P527275,,Legal Transaction
atae-durkatlimmu,P527297,,Legal Transaction
atae-durkatlimmu,P527211,,Legal Transaction
atae-durkatlimmu,P527222,,Legal Transaction
atae-durkatlimmu,P527199,,Legal Transaction
atae-durkatlimmu,P527140,,Legal Transaction
atae-durkatlimmu,P527133,,Legal Transaction
atae-durkatlimmu,P527250,,Legal Transaction
atae-durkatlimmu,P527210,,Legal Transaction
atae-durkatlimmu,P527191,,Legal Transaction
atae-durkatlimmu,P527306,,Legal Transaction
atae-durkatlimmu,P527314,,Legal Transaction
atae-durkatlimmu,P527167,,Legal Transaction
atae-durkatlimmu,P527146,,Legal Transaction
atae-durkatlimmu,P527205,,Legal Transaction
atae-durkatlimmu,P527194,,Legal Transaction
atae-durkatlimmu,P527240,,Legal Transaction
atae-durkatlimmu,P527231,,Legal Transaction
atae-durkatlimmu,P527151,,Legal Transaction
atae-durkatlimmu,P527138,,Uncertain
atae-durkatlimmu,P527182,,Legal Transaction
atae-durkatlimmu,P527179,,Legal Transaction
atae-durkatlimmu,P527268,,Legal Transaction
atae-durkatlimmu,P527243,,Legal Transaction
atae-durkatlimmu,P527173,,Legal Transaction
atae-durkatlimmu,P527330,,Legal Transaction
atae-durkatlimmu,P527160,,Legal Transaction
atae-durkatlimmu,P527149,,Legal Transaction
atae-durkatlimmu,P527204,,Legal Transaction
atae-durkatlimmu,P527130,,Legal Transaction
atae-durkatlimmu,P527267,,Legal Transaction
atae-durkatlimmu,P527238,,Legal Transaction
atae-durkatlimmu,P527304,,Legal Transaction
atae-durkatlimmu,P527264,,Legal Transaction
atae-durkatlimmu,P527260,,Legal Transaction
atae-durkatlimmu,P527311,,Legal Transaction
atae-durkatlimmu,P527197,,Legal Transaction
atae-durkatlimmu,P527287,,Legal Transaction
atae-durkatlimmu,P527249,,Legal Transaction
atae-durkatlimmu,P527143,,Legal Transaction
atae-durkatlimmu,P527221,,Legal Transaction
atae-durkatlimmu,P527186,,Legal Transaction
atae-durkatlimmu,P527233,,Legal Transaction
atae-durkatlimmu,P527219,,Legal Transaction
atae-durkatlimmu,P527290,,Legal Transaction
atae-durkatlimmu,P527257,,Legal Transaction
atae-durkatlimmu,P527324,,Legal Transaction
atae-durkatlimmu,P527327,,Legal Transaction
atae-durkatlimmu,P527293,,Legal Transaction
atae-durkatlimmu,P527298,,Legal Transaction
atae-durkatlimmu,P527328,,Legal Transaction
atae-durkatlimmu,P527164,,Legal Transaction
atae-durkatlimmu,P527318,,Legal Transaction
atae-durkatlimmu,P527321,,Legal Transaction
atae-durkatlimmu,P527157,,Legal Transaction
atae-durkatlimmu,P527263,,Legal Transaction
atae-durkatlimmu,P527196,,Legal Transaction
atae-durkatlimmu,P527158,,Legal Transaction
atae-durkatlimmu,P527134,,Legal Transaction
atae-durkatlimmu,P527313,,Legal Transaction
atae-durkatlimmu,P527303,,Legal Transaction
atae-durkatlimmu,P527142,,Legal Transaction
atae-durkatlimmu,P527217,,Legal Transaction
atae-durkatlimmu,P527192,,Legal Transaction
atae-durkatlimmu,P527274,,Legal Transaction
atae-durkatlimmu,P527226,,Legal Transaction
atae-durkatlimmu,P527300,,Legal Transaction
atae-durkatlimmu,P527198,,Legal Transaction
atae-durkatlimmu,P527195,,Legal Transaction
atae-durkatlimmu,P527162,,Legal Transaction
atae-durkatlimmu,P527172,,Legal Transaction
atae-durkatlimmu,P527212,,Legal Transaction
atae-durkatlimmu,P527213,,Legal Transaction
atae-durkatlimmu,P527132,,Legal Transaction
atae-durkatlimmu,P527315,,Legal Transaction
atae-durkatlimmu,P527169,,Legal Transaction
atae-durkatlimmu,P527276,,Legal Transaction
atae-durkatlimmu,P527171,,Legal Transaction
atae-durkatlimmu,P527203,,Legal Transaction
atae-durkatlimmu,P527135,,Administrative Record
atae-durkatlimmu,P527150,,Legal Transaction
atae-durkatlimmu,P527229,,Legal Transaction
atae-durkatlimmu,P527248,,Legal Transaction
atae-durkatlimmu,P527201,,Legal Transaction
atae-durkatlimmu,P527215,,Legal Transaction
atae-durkatlimmu,P527261,,Legal Transaction
atae-durkatlimmu,P254045,,Legal Transaction
atae-durkatlimmu,P527234,,Legal Transaction
atae-durkatlimmu,P527189,,Legal Transaction
atae-durkatlimmu,P527294,,Legal Transaction
atae-durkatlimmu,P527214,,Legal Transaction
atae-durkatlimmu,P527262,,Legal Transaction
atae-durkatlimmu,P527289,,Legal Transaction
atae-durkatlimmu,P527255,,Legal Transaction
atae-durkatlimmu,P527291,,Legal Transaction
atae-durkatlimmu,P527184,,Legal Transaction
atae-durkatlimmu,P527220,,Legal Transaction
atae-durkatlimmu,P527202,,Legal Transaction
atae-durkatlimmu,P527148,,Legal Transaction
atae-durkatlimmu,P527174,,Legal Transaction
atae-durkatlimmu,P527279,,Legal Transaction
atae-durkatlimmu,P527284,,Legal Transaction
atae-durkatlimmu,P527265,,Legal Transaction
atae-durkatlimmu,P527208,,Legal Transaction
atae-durkatlimmu,P527305,,Legal Transaction
atae-durkatlimmu,P527316,,Legal Transaction
atae-durkatlimmu,P527161,,Legal Transaction
atae-durkatlimmu,P527228,,Legal Transaction
atae-durkatlimmu,P527170,,Legal Transaction
atae-durkatlimmu,P527241,,Legal Transaction
atae-durkatlimmu,P527183,,Legal Transaction
atae-durkatlimmu,P527131,,Legal Transaction
atae-durkatlimmu,P527288,,Legal Transaction
atae-durkatlimmu,P527282,,Legal Transaction
atae-durkatlimmu,P527292,,Legal Transaction
atae-durkatlimmu,P527329,,Legal Transaction
atae-durkatlimmu,P527256,,Legal Transaction
atae-durkatlimmu,P527227,,Legal Transaction
atae-durkatlimmu,P527258,,Legal Transaction
atae-durkatlimmu,P527190,,Legal Transaction
atae-durkatlimmu,P527128,,Legal Transaction
atae-durkatlimmu,P527281,,Legal Transaction
atae-durkatlimmu,P527285,,Legal Transaction
atae-durkatlimmu,P527181,,Legal Transaction
atae-durkatlimmu,P527244,,Legal Transaction
atae-durkatlimmu,P527323,,Lexical Text
atae-durkatlimmu,P527155,,Legal Transaction
atae-durkatlimmu,P527270,,Legal Transaction
atae-durkatlimmu,P527254,,Legal Transaction
atae-durkatlimmu,P527246,,Legal Transaction
atae-durkatlimmu,P527237,,Legal Transaction
atae-durkatlimmu,P527177,,Legal Transaction
atae-durkatlimmu,P527312,,Legal Transaction
atae-durkatlimmu,P527245,,Legal Transaction
atae-durkatlimmu,P527209,,Legal Transaction
atae-durkatlimmu,P527232,,Legal Transaction
atae-durkatlimmu,P527283,,Legal Transaction
